2020-12-19 00:01:54	8401	20,5	40
2020-12-19 00:04:04	db02	36,2	18
2020-12-19 00:04:38	6100	21,1	41
2020-12-19 00:13:16	db02	36	18
2020-12-19 00:14:08	6100	21,1	42
2020-12-19 00:14:12	8401	20,5	41
2020-12-19 00:14:36	db02	36	18
2020-12-19 00:15:06	6100	21,1	42
2020-12-19 00:15:18	8401	20,5	41
2020-12-19 00:15:55	db02	36	18
2020-12-19 00:16:03	6100	21,1	41
2020-12-19 00:17:14	db02	36	18
2020-12-19 00:17:33	8401	20,5	41
2020-12-19 00:17:56	6100	21,1	41
2020-12-19 00:18:33	db02	35,8	18
2020-12-19 00:18:53	6100	21,1	41
2020-12-19 00:19:47	8401	20,5	41
2020-12-19 00:20:47	6100	21,1	41
2020-12-19 00:20:54	8401	20,5	41
2020-12-19 00:22:00	8401	20,5	41
2020-12-19 00:22:30	db02	35,9	18
2020-12-19 00:22:41	6100	21	41
2020-12-19 00:23:09	8401	20,5	41
2020-12-19 00:23:38	6100	21	41
2020-12-19 00:23:49	db02	35,7	18
2020-12-19 00:24:35	6100	21	41
2020-12-19 00:25:08	db02	35,7	18
2020-12-19 00:25:32	6100	21	41
2020-12-19 00:26:30	6100	21	41
2020-12-19 00:27:26	6100	21	41
2020-12-19 00:27:36	8401	20,5	41
2020-12-19 00:29:05	db02	35,9	18
2020-12-19 00:29:20	6100	21,1	41
2020-12-19 00:30:17	6100	21,1	41
2020-12-19 00:30:23	db02	35,7	18
2020-12-19 00:33:02	db02	35,5	18
2020-12-19 00:33:10	8401	20,6	41
2020-12-19 00:34:18	8401	20,6	42
2020-12-19 00:35:40	db02	35,4	18
2020-12-19 00:35:59	6100	21	41
2020-12-19 00:36:56	6100	21	41
2020-12-19 00:36:59	db02	35,3	18
2020-12-19 00:37:39	8401	20,6	42
2020-12-19 00:37:53	6100	21	41
2020-12-19 00:38:18	db02	35,3	18
2020-12-19 00:38:46	8401	20,6	42
2020-12-19 00:38:49	6100	21	41
2020-12-19 00:39:46	6100	21	41
2020-12-19 00:39:53	8401	20,6	42
2020-12-19 00:40:44	6100	21	41
2020-12-19 00:40:56	db02	35,3	18
2020-12-19 00:41:00	8401	20,6	42
2020-12-19 00:41:41	6100	21	41
2020-12-19 00:42:07	8401	20,6	42
2020-12-19 00:42:15	db02	35,3	18
2020-12-19 00:42:39	6100	21	41
2020-12-19 00:43:14	8401	20,6	42
2020-12-19 00:43:34	db02	35,3	18
2020-12-19 00:44:21	8401	20,6	42
2020-12-19 00:44:32	6100	21	41
2020-12-19 00:44:53	db02	35,5	18
2020-12-19 00:45:29	6100	21	41
2020-12-19 00:46:12	db02	35,5	18
2020-12-19 00:46:26	6100	21	41
2020-12-19 00:46:34	8401	20,6	42
2020-12-19 00:47:23	6100	21	41
2020-12-19 00:47:31	db02	35,5	18
2020-12-19 00:47:42	8401	20,6	42
2020-12-19 00:48:20	6100	21	41
2020-12-19 00:48:48	8401	20,6	42
2020-12-19 00:48:50	db02	35,6	18
2020-12-19 00:49:18	6100	21	41
2020-12-19 00:49:56	8401	20,6	42
2020-12-19 00:50:09	db02	35,6	18
2020-12-19 00:50:14	6100	21	41
2020-12-19 00:51:03	8401	20,6	42
2020-12-19 00:51:11	6100	21	40
2020-12-19 00:51:28	db02	35,6	18
2020-12-19 00:52:08	6100	20,9	41
2020-12-19 00:52:47	db02	35,6	18
2020-12-19 00:53:05	6100	20,9	41
2020-12-19 00:54:02	6100	20,9	41
2020-12-19 00:54:06	db02	35,6	18
2020-12-19 00:55:31	8401	20,6	42
2020-12-19 00:56:38	8401	20,6	42
2020-12-19 00:56:54	6100	20,9	41
2020-12-19 00:57:51	6100	20,9	41
2020-12-19 01:29:01	8401	20,2	42
2020-12-19 01:30:57	db02	35,9	18
2020-12-19 01:31:15	8401	20,1	42
2020-12-19 01:32:16	db02	35,9	18
2020-12-19 01:33:35	db02	35,9	18
2020-12-19 01:34:35	8401	20,1	42
2020-12-19 01:35:43	8401	20	42
2020-12-19 01:35:50	6100	20,8	40
2020-12-19 01:36:13	db02	35,9	18
2020-12-19 01:36:49	8401	20	42
2020-12-19 01:37:33	db02	35,9	18
2020-12-19 01:37:44	6100	20,8	40
2020-12-19 01:37:57	8401	20	42
2020-12-19 01:38:41	6100	20,8	40
2020-12-19 01:38:51	db02	35,9	18
2020-12-19 01:40:35	6100	20,8	40
2020-12-19 01:41:18	8401	20,1	42
2020-12-19 01:44:07	db02	35,9	18
2020-12-19 01:44:38	8401	19,9	43
2020-12-19 01:46:18	6100	20,8	40
2020-12-19 01:46:53	8401	19,9	43
2020-12-19 01:49:24	db02	35,9	18
2020-12-19 02:13:40	8401	19,7	44
2020-12-19 02:32:51	db02	35,6	18
2020-12-19 02:34:10	db02	35,6	18
2020-12-19 02:35:41	6100	20,7	40
2020-12-19 03:07:58	6100	20,6	40
2020-12-19 03:08:56	6100	20,6	40
2020-12-19 03:10:38	8401	19,4	44
2020-12-19 03:11:02	db02	35,3	18
2020-12-19 03:12:44	6100	20,6	40
2020-12-19 03:20:19	6100	20,6	40
2020-12-19 03:21:16	6100	20,6	40
2020-12-19 03:22:52	db02	35,2	18
2020-12-19 03:23:12	6100	20,6	40
2020-12-19 03:32:06	db02	35	18
2020-12-19 03:32:41	6100	20,6	40
2020-12-19 03:32:57	8401	19,3	45
2020-12-19 03:33:39	6100	20,6	40
2020-12-19 03:34:44	db02	35,2	18
2020-12-19 03:35:12	8401	19,3	45
2020-12-19 03:35:32	6100	20,6	40
2020-12-19 03:36:03	db02	35	18
2020-12-19 03:37:21	db02	35	18
2020-12-19 03:37:25	8401	19,3	45
2020-12-19 03:38:23	6100	20,6	40
2020-12-19 03:38:41	db02	35	18
2020-12-19 03:39:20	6100	20,6	40
